"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","33/3495","70/8362",0.471428571428571,1.12792152053955,0.910720295416742,0.214396762410396,0.656240524943124,0.598544737164034,"4233/3576/90423/5336/6352/9296/6868/9550/9114/2920/58494/51382/528/5602/245973/51606/6416/245972/5781/2921/1956/50617/4067/5335/3579/998/2919/9020/3577/4792/5879/5803/1445",33
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","47/3495","102/8362",0.46078431372549,1.10245448680187,0.88219191464955,0.216774284246597,0.657797828058639,0.599965124275971,"2767/3576/1282/7850/10319/284217/1277/3553/7042/1278/3569/1284/5579/912/2920/1285/5567/733/1511/1288/5747/5293/5052/929/87/2774/5869/2921/2776/23236/911/3912/2769/1287/3908/5330/3915/1286/2919/8503/2335/5296/5272/3909/5332/3910/5273",47
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","70/3495","155/8362",0.451612903225806,1.08051132954913,0.857339156969752,0.218643704193992,0.657799862190473,0.59996697956966,"115/2767/111/1030/595/1017/1871/1019/1869/3284/5151/7472/5595/84699/817/7474/8323/54554/7482/11091/3739/1026/9134/51176/5567/112/324/109/815/8321/6934/898/1499/776/183/5925/3777/7480/816/6932/7477/7473/3949/5605/51655/1589/56246/2776/1956/23236/5906/1583/1870/2271/5330/7855/80326/778/3776/775/1029/113/185/7484/5332/83439/2770/2932/405/6770",70
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","28/3495","59/8362",0.474576271186441,1.135452583594,0.884744371760865,0.225113014303943,0.671523568093118,0.61248411563517,"115/111/5593/5346/11343/54979/51099/153/63924/154/5567/112/109/364/5293/4852/5742/11145/155/57104/8503/2167/5296/3643/4886/113/7253/2770",28
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","38/3495","82/8362",0.463414634146341,1.10874768833525,0.838559378154664,0.233109226089417,0.689533172970378,0.628910340179322,"8519/5336/973/5595/10990/6655/5579/640/974/930/933/5293/695/1380/353514/7409/5605/5880/23547/55024/2213/5894/3845/2353/8915/4067/975/2885/29760/8503/4794/5296/4792/5879/5535/2932/79168/10859",38
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","34/3495","73/8362",0.465753424657534,1.11434338683442,0.831463981668713,0.237262804968171,0.6959708945733,0.634782065923614,"2949/2946/27306/125/2950/1565/4259/2052/124/1576/126/54575/54576/54657/54600/54577/54658/2948/54578/9446/79799/2944/1645/130/8574/222/22977/27294/218/2938/29785/3290/874/246181",34
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","22/3495","46/8362",0.478260869565217,1.14426820924302,0.831408279763517,0.246573109280211,0.700693117145923,0.639089117014075,"23495/6387/608/3569/3695/8174/3112/115650/3558/56477/5284/2826/959/3600/9020/3601/3115/8741/57379/3111/3117/3113",22
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","18/3495","37/8362",0.486486486486487,1.16394849785408,0.846911853711572,0.246972638269556,0.700693117145923,0.639089117014075,"23495/973/7535/925/916/930/695/115650/926/959/915/5994/3543/29760/3932/920/5788/57379",18
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","90/3495","203/8362",0.443349753694581,1.06074124188672,0.742395358663858,0.250684743834301,0.700693117145923,0.639089117014075,"2788/2767/596/2185/9582/545/2792/5336/5595/1111/51764/983/6921/7188/5579/801/140564/27350/567/54331/3984/55970/8451/916/355/891/5747/598/5293/1398/115004/55080/5602/917/7465/200316/811/572/3654/8737/91860/2775/919/637/5605/5880/162/5062/8450/7132/2776/9616/130340/7186/5894/60489/915/3845/2353/805/5608/808/85363/995/3107/5335/2790/578/1174/3985/8503/842/3133/5296/4792/3105/920/8454/9133/3135/5829/23118/356/5879/3134/5535/2770/2786/1642/2793",90
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","29/3495","62/8362",0.467741935483871,1.11910101989017,0.797616827231605,0.250843977657267,0.700693117145923,0.639089117014075,"79154/3284/3294/5959/51478/1576/3291/51170/54575/54576/54657/54600/54577/54658/6820/10170/54578/1312/79799/1646/1645/79644/1589/1588/7923/1583/51144/8644/3290",29
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","29/3495","62/8362",0.467741935483871,1.11910101989017,0.797616827231605,0.250843977657267,0.700693117145923,0.639089117014075,"9388/84803/84649/57016/3990/11343/8611/8613/224/441282/2717/1606/80168/154141/8525/1609/160851/1056/219/55750/231/9663/128966744/223/57104/137964/23175/217/8527",29
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","62/3495","138/8362",0.449275362318841,1.07491862080405,0.75198606839991,0.252265457499289,0.700693117145923,0.639089117014075,"2788/115/111/595/10672/6547/6548/814/8862/2792/5346/10891/5595/6696/51764/6261/5054/801/5567/112/54331/55970/8877/4846/4854/5294/51422/109/6263/4208/100506013/10014/91860/7046/4207/5605/5563/4209/4089/5327/2776/5289/23236/5894/3845/4634/805/808/5330/4088/23533/2790/5581/4638/4087/113/185/5332/2770/2786/2793/10365",62
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","38/3495","83/8362",0.457831325301205,1.0953892824517,0.740068152322643,0.263837041155938,0.700693117145923,0.639089117014075,"782/7171/477/6547/6548/59283/7384/482/7386/489/59285/9254/776/29796/9377/1337/483/7385/1329/1350/1327/1351/845/93589/3270/444/4634/125965/84679/478/778/1347/775/7137/70/480/1349/783",38
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","85/3495","192/8362",0.442708333333333,1.05920660467334,0.703285674178264,0.263858419442311,0.700693117145923,0.639089117014075,"596/595/1017/1871/1019/1869/5336/10213/3569/7188/3683/2208/3627/5701/4609/3066/11047/1026/956/9134/10018/567/4734/916/890/355/5719/930/898/5293/3383/6502/695/1380/55080/7979/3112/5602/5718/5925/960/917/8819/5713/377841/811/6416/79685/3654/8737/919/637/5707/5610/7186/915/5608/1870/4938/1647/4067/3107/4940/578/5710/9020/3115/29760/8503/842/3133/4794/5296/4792/3105/3111/3117/3716/3135/3113/23118/5879/3134/6772/23586",85
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","24/3495","51/8362",0.470588235294118,1.12591096524447,0.764265101299212,0.265635694953913,0.700693117145923,0.639089117014075,"133121/79153/8611/54979/8613/387522/5051/5050/5048/5337/254531/387521/26279/79888/8399/8398/54947/9514/11145/56994/5168/123745/255189/85465",24
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","31/3495","67/8362",0.462686567164179,1.10700574381312,0.745175083660217,0.266134138098514,0.700693117145923,0.639089117014075,"5236/125/130589/224/92579/124/5105/126/55902/3939/130/92483/5315/55276/5230/5106/219/3945/5213/2023/222/2821/223/3099/2597/218/57818/2538/217/5211/26330",31
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","31/3495","67/8362",0.462686567164179,1.10700574381312,0.745175083660217,0.266134138098514,0.700693117145923,0.639089117014075,"2949/2946/27306/125/4128/2950/1565/4259/124/1576/126/54575/2330/54576/54657/54600/54577/54658/2948/4129/54578/2329/9446/79799/2944/130/2327/222/218/2938/2328",31
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","111/3495","253/8362",0.438735177865613,1.04970058864442,0.68023687586266,0.268449428176143,0.700693117145923,0.639089117014075,"115/2767/4233/51196/5023/5333/113026/2906/2185/4916/8817/6786/6547/5025/814/3363/5336/2149/1909/817/80310/2321/6261/3706/5021/22953/5579/2263/7422/2904/801/153/100130933/773/624/154/5567/116443/2277/8877/4846/5159/623/53373/489/109/2902/815/57192/6263/3791/9127/776/490/10800/816/5137/5156/2774/553/135/91860/255231/7039/774/2903/1910/2254/5155/6588/2776/845/3360/1956/23236/148/3270/2769/886/952/444/805/57118/808/5330/2668/5335/7942/4915/4638/155/292/778/3082/1133/5026/1139/775/2064/2261/113/185/3362/5136/5979/57105/1128/5332/291/5535/5027",111
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","63/3495","141/8362",0.446808510638298,1.06901652817094,0.700361669778538,0.268641185752509,0.700693117145923,0.639089117014075,"2788/115/57030/111/2792/11343/5595/51764/1268/246213/5579/2562/2565/773/2893/5567/112/2563/54331/55970/2564/4705/109/374291/57406/4723/776/5602/4720/4700/4707/2892/4697/4714/4698/4694/2775/4719/222236/774/4729/2776/4717/23236/221955/56901/4695/2566/2570/4724/4716/5330/2790/4713/778/775/113/2891/5332/2568/2770/2786/2793",63
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","20/3495","42/8362",0.476190476190476,1.13931466721166,0.766976138127469,0.269332998643829,0.700693117145923,0.639089117014075,"38/3033/3030/4128/224/1743/7166/4129/26/6999/219/259307/1892/1962/51166/23498/223/847/217/3620",20
"Genetic Information Processing","Replication and repair","hsa03450","Non-homologous end-joining","7/3495","13/8362",0.538461538461538,1.28830196984703,0.881503587305433,0.271711483175995,0.700693117145923,0.639089117014075,"5591/2237/7520/79840/4361/27434/10111",7
"Organismal Systems","Digestive system","hsa04976","Bile secretion","40/3495","88/8362",0.454545454545455,1.08752763688386,0.699440554616083,0.276157906726016,0.700693117145923,0.639089117014075,"9429/115/123264/111/343/366/760/8671/9971/477/6548/6256/8647/5243/2052/1576/482/54575/54576/54657/54600/5567/112/54577/6522/54658/54578/6344/109/79799/200931/483/3949/6555/6550/8714/478/6513/113/480",40
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","23/3495","49/8362",0.469387755102041,1.12303874339435,0.73195278133112,0.277161974439031,0.700693117145923,0.639089117014075,"3043/3039/3040/54106/1311/4233/3576/948/6401/3553/7042/7058/3569/3820/3683/22914/1440/3383/2995/3606/959/975/3082",23
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","68/3495","153/8362",0.444444444444444,1.06336035606422,0.670255251489026,0.277514924377075,0.700693117145923,0.639089117014075,"3570/3576/840/6256/6389/3553/6392/3569/10062/7384/10018/6390/355/51422/7386/4705/374291/5293/4723/1965/5602/29796/4720/22877/9377/4700/1337/4707/4697/51085/4714/7385/4698/1329/4694/4719/9370/1350/637/5563/1327/1351/6945/7132/4729/4717/56901/7186/4695/2353/3552/125965/4296/4724/4716/5468/5465/998/4713/8503/5296/1347/3643/3953/1349/356/5879/2932",68
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","46/3495","102/8362",0.450980392156863,1.07899800835928,0.680218177098911,0.280096297831626,0.700693117145923,0.639089117014075,"2767/54106/3576/3553/6352/7042/5595/3569/5054/624/916/355/5293/5521/5602/3558/917/10333/811/6416/5516/3654/2774/7046/2775/3827/919/7132/2776/8837/23236/2769/915/2353/6349/5330/712/8503/4087/148022/5296/4792/5332/356/2770/714",46
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","19/3495","40/8362",0.475,1.13646638054363,0.733101050132548,0.281772794008777,0.700693117145923,0.639089117014075,"5723/4128/29968/1610/6472/4129/2628/1491/211/1757/2653/29958/275/2593/113675/102724560/6470/26227/875",19
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","52/3495","116/8362",0.448275862068966,1.07252725568546,0.666546730949649,0.282665973394094,0.700693117145923,0.639089117014075,"35/5723/50/51/38/6389/8801/84706/6392/3419/6120/29968/7086/1743/6472/2875/6390/6888/4200/4329/5631/55902/8802/2805/5634/5315/26275/5230/4199/22934/4594/2653/4190/5213/1892/275/2271/2023/2821/55753/3099/2597/729020/847/113675/2098/2539/5096/6470/26227/8310/5211",52
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","52/3495","116/8362",0.448275862068966,1.07252725568546,0.666546730949649,0.282665973394094,0.700693117145923,0.639089117014075,"9076/137075/2185/6387/5336/7070/2909/9075/3683/7122/5579/4318/5010/58494/9073/1496/5747/5293/3383/1499/10686/87/7409/4689/29119/5781/5880/83593/653361/5906/399/9564/1366/9074/9069/3702/4313/103910/4636/5335/998/11069/23562/8503/5296/10627/1500/149461/7294/5829/5879/2770",52
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","82/3495","186/8362",0.440860215053763,1.05478486932177,0.640278161765739,0.285132915751498,0.701865638772917,0.640158552110466,"2788/3576/595/1871/1019/1869/2792/5336/285/5595/7098/51764/3569/7422/801/4609/1026/2920/51176/54331/55970/5294/355/6934/131450/5293/3383/1237/1499/5602/5925/6932/6416/91860/637/5605/2921/5155/7132/1827/5289/7314/7316/5610/7186/5894/3845/2353/805/5608/1870/6233/808/3091/1232/7311/4067/3107/23533/5335/2790/578/2919/3572/8503/842/3133/148022/5296/4792/3105/3716/3135/344807/5879/3134/83439/5535/2786/6772/2793/2932",82
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","51/3495","114/8362",0.447368421052632,1.07035614788043,0.640917575633211,0.291615884115276,0.706418513697806,0.644311144371503,"115/2767/111/5745/596/1594/10672/6256/4322/4323/5595/408/84699/9368/5579/1026/6446/5567/112/7421/109/5337/4208/5143/9826/860/6258/4209/632/2776/5144/1956/23236/4324/5894/11214/2353/5330/4325/369/65125/113/3727/5332/9365/4666/64386/8521/2770/342538/846",51
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","60/3495","135/8362",0.444444444444444,1.06336035606422,0.628906051159228,0.293201414968936,0.706418513697806,0.644311144371503,"115/111/22849/1017/9088/51434/5595/983/817/64506/4085/151648/26271/64682/801/6790/9134/5567/112/699/109/7532/815/891/5500/25847/898/10393/8881/5347/816/5516/91860/6195/9232/5241/245711/10459/5525/9700/8243/8379/805/808/991/27330/100505767/995/132864/10734/5529/996/8454/9133/367/9126/113/7534/5535/3479",60
"Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","18/3495","38/8362",0.473684210526316,1.13331827422634,0.697971154067482,0.295010004299936,0.706418513697806,0.644311144371503,"7358/7360/5236/4351/10007/2584/5372/55276/64841/10020/51005/2821/3099/6675/5238/5373/5973/55577",18
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","18/3495","38/8362",0.473684210526316,1.13331827422634,0.697971154067482,0.295010004299936,0.706418513697806,0.644311144371503,"25902/2618/471/23382/10797/191/6472/4522/1491/1757/2653/4524/29958/275/4548/102724560/6470/875",18
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","14/3495","29/8362",0.482758620689655,1.15502935227665,0.70865404300106,0.29924031873955,0.706930148968601,0.644777797354735,"7358/224/54575/54576/54657/54600/54577/54658/54578/79799/219/223/9365/217",14
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","14/3495","29/8362",0.482758620689655,1.15502935227665,0.70865404300106,0.29924031873955,0.706930148968601,0.644777797354735,"7004/84962/6788/54798/79981/1454/10413/102800317/7003/8463/166824/9770/83937/11186",14
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","21/3495","45/8362",0.466666666666667,1.11652837386743,0.66416597148949,0.302203298679944,0.707373489537757,0.645182160015,"9429/10351/10349/23460/10350/23461/8647/5243/5825/1672/4363/5826/89845/225/8714/10058/6833/340273/10060/19/9619",21
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","97/3495","222/8362",0.436936936936937,1.04539818788746,0.580931373402619,0.303447150341481,0.707373489537757,0.645182160015,"115/111/51196/5348/1258/2906/477/51/6548/814/7074/2149/5595/1907/84699/1909/1908/817/5021/6750/2904/801/5139/2641/5732/153/482/338442/2893/154/5567/116443/112/489/109/2902/815/5500/5337/6752/5293/10846/776/6751/8843/5602/2867/490/5143/6662/2892/816/483/7409/2696/7432/1259/572/135/3352/91860/2550/1261/4852/5605/64399/117/5880/2903/139760/5144/3360/5906/5894/2353/805/808/478/5465/11069/778/8503/5296/4792/3776/775/4886/113/7137/3362/2891/1128/7253/480/5879/2770/8310",97
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","40/3495","89/8362",0.449438202247191,1.07530822523348,0.605240432061971,0.308090067296303,0.709369407933931,0.647002599939739,"115/2767/111/5593/1902/10382/79861/5595/983/80310/6655/5579/5598/153/10381/5567/112/203068/5159/109/84790/5156/5605/2977/5155/2776/1956/23236/5894/3845/10376/1453/5330/2885/2697/113/5332/2770/2983/10746",40
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","17/3495","36/8362",0.472222222222222,1.12982037831823,0.66145140936016,0.309125642046644,0.709369407933931,0.647002599939739,"51301/11226/9245/56913/79695/6483/57452/192134/26290/55808/256435/2590/374378/51809/29071/117248/64409",17
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","49/3495","110/8362",0.445454545454545,1.06577708414618,0.588455165075746,0.310349115971095,0.709369407933931,0.647002599939739,"3570/596/7076/54583/5336/285/5595/3569/6921/817/3162/2321/2872/5054/5579/7422/112399/1026/1978/4846/8569/815/5293/3939/816/92483/5209/5230/5605/3945/2034/1956/5213/5163/3091/2023/5335/3099/2597/8503/6513/112398/5296/3643/8453/2064/5211/405/3479",49
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","69/3495","157/8362",0.439490445859873,1.05150761324185,0.552082509084899,0.317889906956626,0.717873502337979,0.654759025756829,"575/1051/840/5734/948/6256/23250/1374/5595/817/203859/6868/55576/5467/1846/5732/682/10062/10396/3685/6446/50636/8877/7376/7386/489/4953/815/23166/5747/24145/1398/161291/7301/816/5029/811/51454/5869/5781/5605/8754/114786/1849/8398/26762/196527/9564/19/64805/3091/5468/712/55113/55423/9392/84466/6513/1844/6566/2621/23339/1375/1793/2057/126129/5879/714/405",69
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","45/3495","101/8362",0.445544554455446,1.06599243615349,0.565406198568461,0.319918808597322,0.717873502337979,0.654759025756829,"115/111/3815/7472/5595/84699/817/7474/8323/5579/7482/801/51176/5567/112/4254/109/815/8321/6934/1499/7480/816/6932/7477/7473/91860/2775/5605/1910/2776/23236/5894/3845/805/808/5330/7855/80326/113/7484/5332/83439/2770/2932",45
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","51/3495","115/8362",0.443478260869565,1.06104870311625,0.558598022615464,0.32018789734961,0.717873502337979,0.654759025756829,"2788/115/57030/111/9456/2906/2792/2899/5595/51764/9762/6505/246213/5579/2904/2897/773/2893/5567/116443/112/54331/55970/109/2902/9455/27165/5337/2900/776/2892/2775/2901/2903/2776/23236/54407/5330/2790/123745/2918/775/23154/113/255189/2891/5332/5535/2770/2786/2793",51
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","35/3495","78/8362",0.448717948717949,1.07358497487253,0.553271667237131,0.329015185401503,0.726613071800471,0.662730223980692,"51196/5333/113026/4534/5336/51763/3706/27124/8897/3612/9651/5294/4329/3613/5293/5728/9677/5297/5286/3705/5289/23236/51447/8395/9107/5330/9108/5335/3632/64768/8867/5332/64419/3633/9896",35
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","38/3495","85/8362",0.447058823529412,1.06961541698224,0.546638785366603,0.329741514790638,0.726613071800471,0.662730223980692,"2549/5336/5595/27/817/6655/5579/4609/9542/1026/3084/1978/815/5747/5293/145957/1398/374/5602/2069/816/6416/572/2002/7039/5605/5062/1956/5894/3845/5335/4690/2885/8503/369/5296/2064/2932",38
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","19/3495","41/8362",0.463414634146341,1.10874768833525,0.591488397268306,0.330278669000214,0.726613071800471,0.662730223980692,"7038/355/3112/3558/3002/959/3107/3115/3133/3105/5551/3111/3117/7173/3135/3113/7253/356/3134",19
"Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","8/3495","16/8362",0.5,1.19628040057225,0.665916483865939,0.336461788854596,0.735618320974023,0.670943743711355,"2330/2329/84890/1036/124975/2571/2327/2328",8
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","60/3495","137/8362",0.437956204379562,1.04783684721657,0.478384288530411,0.346490961082971,0.7442171433364,0.678786569131585,"5366/596/840/79861/5595/824/1521/8743/10018/84823/153090/1509/355/597/8739/598/5293/1965/1512/843/332/5602/1513/3002/84790/8795/572/8737/1520/637/5605/835/7132/8722/8837/8797/7186/5894/3845/2353/8996/10376/1647/329/1515/578/9020/8503/842/1439/5296/4792/1522/5551/1676/10038/4001/356/5783/1519",60
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","77/3495","177/8362",0.435028248587571,1.04083153496116,0.46525926086251,0.34769434113724,0.7442171433364,0.678786569131585,"4316/340419/8840/595/1501/147111/27123/8607/7472/6424/817/2487/7474/1951/8061/8323/5579/5467/6422/7482/1459/4609/6425/51176/5567/1454/9620/324/23500/815/8321/6934/27121/1499/102800317/85409/2239/5602/5663/27101/284654/84133/7480/816/6932/7477/7473/10023/54894/5880/4089/1952/23236/8549/55366/7090/7091/5330/90665/4088/85407/147495/7855/4007/80326/1460/6259/440193/8454/4919/7484/5332/5879/80319/83439/5535/2932",77
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","48/3495","109/8362",0.440366972477064,1.0536047564673,0.477345334674837,0.350540197754857,0.7442171433364,0.678786569131585,"3624/1030/64388/4092/5933/654/650/7042/5595/7050/60436/1875/4756/3398/653/4609/3066/3399/130399/6498/151449/656/7027/9372/9611/4681/5516/7046/79875/1634/4089/7036/3625/79639/2615/57154/56963/90/4088/3397/2200/4091/4090/4087/8454/5308/92/1874",48
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","24/3495","53/8362",0.452830188679245,1.08342375900883,0.516268156912522,0.351001807281333,0.7442171433364,0.678786569131585,"675/545/79728/29089/2187/55215/672/641/6119/55120/2177/84126/5889/83990/9894/2188/2189/84464/2067/5888/5980/146956/2178/5395",24
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","30/3495","67/8362",0.447761194029851,1.07129588110947,0.496495910193053,0.352872144007459,0.7442171433364,0.678786569131585,"2906/814/5595/817/5579/2904/801/5567/2902/815/5500/816/91860/6195/5605/2903/2776/23236/5906/5894/3845/805/808/27330/5330/369/775/2891/5332/5535",30
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","33/3495","74/8362",0.445945945945946,1.06695278969957,0.490209467531196,0.353080292435167,0.7442171433364,0.678786569131585,"2949/2946/5366/596/5595/2950/672/4259/7153/4436/1026/2948/355/598/5293/9446/332/2944/572/637/2956/540/2067/5980/329/578/8503/842/5296/2064/1029/2938/356",33
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","14/3495","30/8362",0.466666666666667,1.11652837386743,0.541800886571738,0.357766941229008,0.745171380547994,0.67965691108594,"47/50/6389/8801/6392/3419/5105/1743/6390/8802/5106/4190/2271/55753",14
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","14/3495","30/8362",0.466666666666667,1.11652837386743,0.541800886571738,0.357766941229008,0.745171380547994,0.67965691108594,"9429/2618/471/3553/3569/2356/6573/2350/6472/4363/8714/4524/4548/6470",14
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","47/3495","107/8362",0.439252336448598,1.05093792199805,0.449362267886521,0.361241024157732,0.747981414726597,0.682219890824199,"115/111/22849/1017/9088/3326/51434/5595/983/64506/4085/994/64682/6790/5567/112/699/993/890/109/891/25847/5293/10393/8881/5602/5347/6195/3320/5241/245711/10459/8379/5894/3845/27330/100505767/995/132864/8503/369/5296/996/9133/113/2770/3479",47
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","38/3495","86/8362",0.441860465116279,1.05717802841268,0.451637702426386,0.36440292063627,0.75011595359045,0.684166763890811,"782/6641/6547/8516/284217/3673/6445/59283/3695/22801/3685/51176/489/1496/59285/1824/6442/8082/6934/9254/1499/776/3696/2010/29119/6932/3678/93589/3675/3908/3672/3655/778/2697/775/5318/83439/783",38
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","10/3495","21/8362",0.476190476190476,1.13931466721166,0.541650885242822,0.370694142114511,0.758629872234349,0.691932150213745,"79586/337876/10090/22856/11285/9469/92126/126792/55790/51363",10
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","43/3495","98/8362",0.438775510204082,1.04979708621646,0.420188191968613,0.373752296963542,0.760467101336225,0.693607852594344,"51196/5333/113026/4534/5336/3706/5579/801/8897/3612/1606/3613/5293/8525/54928/5728/9677/5297/1609/91860/160851/5286/3705/5289/23236/51447/805/8395/808/9107/5330/9108/5335/3632/8503/64768/5296/55529/8867/5332/64419/3633/8527",43
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","31/3495","70/8362",0.442857142857143,1.05956264050685,0.424048317510633,0.379022764460719,0.763068849164531,0.69598085823918,"32/948/6256/1374/23205/10891/92579/5105/23305/51422/2182/5602/9370/4852/6258/5781/5106/5563/7132/7186/5465/6513/4794/4792/57818/10645/2538/3953/1375/126129/2180",31
"Human Diseases","Immune disease","hsa05330","Allograft rejection","16/3495","35/8362",0.457142857142857,1.0937420805232,0.47091915553391,0.379366615351684,0.763068849164531,0.69598085823918,"355/3112/3558/3002/959/3107/3115/3133/3105/5551/3111/3117/3135/3113/356/3134",16
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","73/3495","169/8362",0.431952662721893,1.03347300877839,0.372510616784711,0.383076811293217,0.766153622586434,0.698794422514541,"2949/2946/4233/595/8110/1871/1019/2549/1869/7472/86/5336/7042/6599/5595/114112/2950/3162/7474/8323/6655/5579/4259/7482/4609/1026/51176/2948/324/8321/6934/598/5293/1499/9446/5925/2944/5728/6597/7480/1728/6932/572/7477/7473/2002/7046/10023/7039/5605/4089/6602/1956/5894/3845/1870/1647/4088/5335/578/7855/2885/80326/8503/3082/4087/369/5296/1029/2938/7484/83439/2932",73
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","9/3495","19/8362",0.473684210526316,1.13331827422634,0.492977831935324,0.393150541619146,0.778182348422645,0.709765598890271,"7358/7360/140838/23483/7264/51700/10020/6675/54187",9
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","91/3495","212/8362",0.429245283018868,1.02699543822712,0.337366174571434,0.39351266482736,0.778182348422645,0.709765598890271,"115/111/4233/51196/3815/1902/8817/7074/2357/5028/285/2149/5595/57568/1268/80310/3683/2321/5228/5579/1435/2263/7422/2904/801/9223/2277/10235/112/260425/4254/5159/109/23094/2902/51466/27040/83660/5293/1398/3791/1499/55740/54518/1946/7409/5156/135/91860/2775/5605/5880/50855/1944/2903/2254/5155/2776/1956/23236/83593/5906/5894/3845/805/5608/9564/125467750/808/5330/57121/5335/889/3397/998/11069/8503/3082/5296/3643/23566/1500/5590/2261/113/5898/5332/5879/2770/3479/5899",91
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","46/3495","106/8362",0.433962264150943,1.03828110238346,0.336104676199446,0.404444010150181,0.795331237837228,0.725406780922113,"3570/861/3662/6256/3326/3553/5595/3569/3556/7535/916/30009/27040/3112/5602/3566/3558/917/51561/7046/6258/919/3320/4089/50943/915/2353/3091/4088/5335/3572/3115/4087/4794/4792/149233/3932/920/3111/3560/3117/3716/3113/5535/6095/6772",46
